algo,tune_args,trees,nodesize,n_p_test,n_p_train,n_a_train,mtry,np,na,prevalence,auc,cor,pcor,ODP,auc_po,auc_po_flexsdm,CBI,CBI_rescale,IMAE,tunes
rf,tr: 500. mt: 2. ns: 1,500,1,94,94,3081,2,94,3081,0.0296062992125984,0.975192842887429,0.350881457760295,1.20598973902553e-92,0.970393700787402,0.975192842887429,0.975192842887429,0.999982900136799,0.999991450068399,0.703137637795276,1
