algo,tune_args,fc,rm,n_p_test,n_p_train,n_a_train,np,na,prevalence,auc,cor,pcor,ODP,auc_po,auc_po_flexsdm,CBI,CBI_rescale,IMAE,tunes
maxnet,fc: lqhp. rm: 1,lqhp,1,128,128,1774,128,1774,0.0672975814931651,0.939268161640361,0.550876086804029,2.07512660884525e-151,0.932702418506835,0.939268161640361,0.939268161640361,0.95872482322671,0.979362411613355,0.881857218721353,1
