algo,tune_args,fc,rm,trees,nodesize,n_p_test,n_p_train,n_a_train,mtry,np,na,prevalence,auc,cor,pcor,ODP,auc_po,auc_po_flexsdm,CBI,CBI_rescale,IMAE,tunes
maxnet,fc: lq. rm: 1.5,lq,1.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.738587360421405,0.150786635066082,0.00143385697491527,0.969663140372803,0.738587360421405,0.738587360421405,0.834374751791985,0.917187375895993,0.600627802817541,5
maxnet,fc: lq. rm: 2,lq,2,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.739032792312011,0.148598632419418,0.00181355637616601,0.969663140372803,0.739032792312011,0.739032792312011,0.818745336393242,0.909372668196621,0.591135851249614,5
maxnet,fc: lq. rm: 2.5,lq,2.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.739224460252961,0.145843985183322,0.00240619686757771,0.969663140372803,0.739224460252961,0.739224460252961,0.816180961701924,0.908090480850962,0.583624962687722,5
maxnet,fc: lq. rm: 3,lq,3,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.738803797363642,0.143434170520832,0.00289055053901271,0.969663140372803,0.738803797363642,0.738803797363642,0.840155504898189,0.920077752449094,0.578420951470043,5
maxnet,fc: lq. rm: 3.5,lq,3.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.737940839901023,0.140394469204719,0.00358014103208827,0.969663140372803,0.737940839901023,0.737940839901023,0.797152729972633,0.898576364986317,0.5733890847633,5
maxnet,fc: lq. rm: 4,lq,4,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.737327316291013,0.137474073509229,0.00455773821121252,0.969663140372803,0.737327316291013,0.737327316291013,0.834408633376964,0.917204316688482,0.568743906745899,5
maxnet,fc: lq. rm: 4.5,lq,4.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.736448219324023,0.135575331333461,0.00521595522370198,0.969663140372803,0.736448219324023,0.736448219324023,0.83478417029398,0.91739208514699,0.564541964622306,5
maxnet,fc: lq. rm: 5,lq,5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.735364522859677,0.134363782244745,0.00584182664315977,0.969663140372803,0.735364522859677,0.735364522859677,0.836435101649181,0.91821755082459,0.560916978391416,5
maxnet,fc: lq. rm: 5.5,lq,5.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.734491240220169,0.133634903768744,0.00625426246540989,0.969663140372803,0.734491240220169,0.734491240220169,0.833264897374482,0.916632448687241,0.557527311747616,5
maxnet,fc: lq. rm: 6,lq,6,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.733889049404286,0.133045775644722,0.00671334573549005,0.969663140372803,0.733889049404286,0.733889049404286,0.823726035107491,0.911863017553746,0.554294280174899,5
maxnet,fc: lqhp. rm: 1,lqhp,1,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.703911864984961,0.127916066477947,0.0229689986699795,0.969663140372803,0.703911864984961,0.703911864984961,0.778773647250168,0.889386823625084,0.616655423444818,5
maxnet,fc: lqhp. rm: 1.5,lqhp,1.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.727894802287712,0.139236148879363,0.00599023463873851,0.969663140372803,0.727894802287712,0.727894802287712,0.849573256794525,0.924786628397263,0.594728637212317,5
maxnet,fc: lqhp. rm: 2,lqhp,2,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.741201427740292,0.14224370655863,0.00416833570552299,0.969663140372803,0.741201427740292,0.741201427740292,0.826484605840377,0.913242302920188,0.578924334051318,5
maxnet,fc: lqhp. rm: 2.5,lqhp,2.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.740971878832777,0.138730232771653,0.00493983508886315,0.969663140372803,0.740971878832777,0.740971878832777,0.833590108498424,0.916795054249212,0.566450501896353,5
maxnet,fc: lqhp. rm: 3,lqhp,3,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.737540372011093,0.133399078232146,0.00753586072060057,0.969663140372803,0.737540372011093,0.737540372011093,0.828192539437665,0.914096269718832,0.557036268676847,5
maxnet,fc: lqhp. rm: 3.5,lqhp,3.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.732947746143427,0.13091575973716,0.00926702664054983,0.969663140372803,0.732947746143427,0.732947746143427,0.841700863486946,0.920850431743473,0.551138438412395,5
maxnet,fc: lqhp. rm: 4,lqhp,4,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.733086433052305,0.130283171443083,0.0105273955884285,0.969663140372803,0.733086433052305,0.733086433052305,0.834008703847559,0.91700435192378,0.54536904762261,5
maxnet,fc: lqhp. rm: 4.5,lqhp,4.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.732307302817473,0.129627482149787,0.0122822223185242,0.969663140372803,0.732307302817473,0.732307302817473,0.830819835896302,0.915409917948151,0.540179013353366,5
maxnet,fc: lqhp. rm: 5,lqhp,5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.731816330204156,0.128807474429183,0.0147002302616771,0.969663140372803,0.731816330204156,0.731816330204156,0.832814851458568,0.916407425729284,0.535267856827603,5
