algo,tune_args,fc,rm,trees,nodesize,n_p_test,n_p_train,n_a_train,mtry,np,na,prevalence,auc,cor,pcor,ODP,auc_po,auc_po_flexsdm,CBI,CBI_rescale,IMAE,tunes
maxnet,fc: qh. rm: 6,qh,6,,,64,64,2475,,64,2475,0.0495768861694327,0.851272175574845,0.243578713811926,1.58212514025668e-18,0.950423113830567,0.851272175574845,0.851272175574845,0.709021502177391,0.854510751088696,0.81881947719128,2
maxnet,fc: qhp. rm: 1,qhp,1,,,64,64,2475,,64,2475,0.0495768861694327,0.865300459229185,0.256155791378561,1.00790118006916e-20,0.950423113830567,0.865300459229185,0.865300459229185,0.635914618531824,0.817957309265912,0.857218126596239,2
maxnet,fc: qhp. rm: 1.5,qhp,1.5,,,64,64,2475,,64,2475,0.0495768861694327,0.867221807937692,0.26208437575801,1.73742068261853e-24,0.950423113830567,0.867221807937692,0.867221807937692,0.63177101465697,0.815885507328485,0.857920293779975,2
maxnet,fc: qhp. rm: 2,qhp,2,,,64,64,2475,,64,2475,0.0495768861694327,0.870126291086233,0.265942023717156,5.67481929981322e-28,0.950423113830567,0.870126291086233,0.870126291086233,0.58497097410906,0.79248548705453,0.858252918255325,2
maxnet,fc: qhp. rm: 2.5,qhp,2.5,,,64,64,2475,,64,2475,0.0495768861694327,0.872435963777204,0.270740075757726,2.69019595385084e-30,0.950423113830567,0.872435963777204,0.872435963777204,0.57219257442618,0.78609628721309,0.855668175349489,2
maxnet,fc: qhp. rm: 3,qhp,3,,,64,64,2475,,64,2475,0.0495768861694327,0.872839802298549,0.271973063371007,1.50826449228105e-30,0.950423113830567,0.872839802298549,0.872839802298549,0.560917336565312,0.780458668282656,0.852120242719281,2
maxnet,fc: qhp. rm: 3.5,qhp,3.5,,,64,64,2475,,64,2475,0.0495768861694327,0.873619685495144,0.273662067577075,3.32004999188794e-31,0.950423113830567,0.873619685495144,0.873619685495144,0.550702823065971,0.775351411532985,0.849081866762186,2
maxnet,fc: qhp. rm: 4,qhp,4,,,64,64,2475,,64,2475,0.0495768861694327,0.874437745882707,0.276437681733826,6.69880571547975e-32,0.950423113830567,0.874437745882707,0.874437745882707,0.577783782547674,0.788891891273837,0.846037975347956,2
maxnet,fc: qhp. rm: 4.5,qhp,4.5,,,64,64,2475,,64,2475,0.0495768861694327,0.874400459109103,0.278081443120789,5.51521453520475e-32,0.950423113830567,0.874400459109103,0.874400459109103,0.600242818014987,0.800121409007494,0.842339539202239,2
maxnet,fc: qhp. rm: 5,qhp,5,,,64,64,2475,,64,2475,0.0495768861694327,0.874187038745589,0.27894585618023,9.97773563571562e-32,0.950423113830567,0.874187038745589,0.874187038745589,0.647384509877295,0.823692254938647,0.838008919859601,2
maxnet,fc: qhp. rm: 5.5,qhp,5.5,,,64,64,2475,,64,2475,0.0495768861694327,0.873639315481873,0.279298599566264,2.39417810883474e-31,0.950423113830567,0.873639315481873,0.873639315481873,0.702353671378553,0.851176835689277,0.833449801269368,2
maxnet,fc: qhp. rm: 6,qhp,6,,,64,64,2475,,64,2475,0.0495768861694327,0.873033492120835,0.27935426808333,6.56325176399445e-31,0.950423113830567,0.873033492120835,0.873033492120835,0.764937290218638,0.882468645109319,0.828790498553498,2
env,none,,,,,64,64,2475,,64,2475,0.0495768861694327,0.333102170201562,-0.153258773053668,0.00704061587821001,0.950423113830567,0.333102170201562,0.333102170201562,0.752725429573782,0.876362714786891,0.727281793738626,2
rf,tr: 1000. mt: 1. ns: 1,,,1000,1,64,64,2475,1,64,2475,0.0495768861694327,0.852713463266766,0.242360615370661,3.89607954511336e-20,0.950423113830567,0.852713463266766,0.852713463266766,0.700473577019689,0.850236788509845,0.802957864627268,2
rf,tr: 1000. mt: 1. ns: 2,,,1000,2,64,64,2475,1,64,2475,0.0495768861694327,0.848910750835713,0.241737619199251,8.21781113820606e-19,0.950423113830567,0.848910750835713,0.848910750835713,0.660662075563455,0.830331037781728,0.803063301097816,2
rf,tr: 1000. mt: 2. ns: 1,,,1000,1,64,64,2475,2,64,2475,0.0495768861694327,0.853858882464943,0.244218134619589,2.31228009664549e-21,0.950423113830567,0.853858882464943,0.853858882464943,0.626245053495324,0.813122526747662,0.815607042685647,2
rf,tr: 1000. mt: 2. ns: 2,,,1000,2,64,64,2475,2,64,2475,0.0495768861694327,0.852236826932349,0.241589125361013,1.94171899097084e-20,0.950423113830567,0.852236826932349,0.852236826932349,0.64178040967738,0.82089020483869,0.814164119835953,2
rf,tr: 2000. mt: 1. ns: 1,,,2000,1,64,64,2475,1,64,2475,0.0495768861694327,0.851651745486761,0.242061205804217,7.58838289523614e-20,0.950423113830567,0.851651745486761,0.851651745486761,0.690060780777197,0.845030390388599,0.803242088964515,2
rf,tr: 2000. mt: 1. ns: 2,,,2000,2,64,64,2475,1,64,2475,0.0495768861694327,0.850300463542827,0.24378981029484,6.81777847088386e-19,0.950423113830567,0.850300463542827,0.850300463542827,0.67130627773103,0.835653138865515,0.801733842530236,2
rf,tr: 2000. mt: 2. ns: 1,,,2000,1,64,64,2475,2,64,2475,0.0495768861694327,0.849562851854032,0.240074487673224,5.95795687754304e-20,0.950423113830567,0.849562851854032,0.849562851854032,0.6411910677654,0.8205955338827,0.814554734254631,2
rf,tr: 2000. mt: 2. ns: 2,,,2000,2,64,64,2475,2,64,2475,0.0495768861694327,0.85444995637567,0.248076306440629,4.20640354881408e-21,0.950423113830567,0.85444995637567,0.85444995637567,0.635426066328015,0.817713033164008,0.815043071515558,2
rf,tr: 500. mt: 1. ns: 1,,,500,1,64,64,2475,1,64,2475,0.0495768861694327,0.853778841084756,0.247223408479619,5.0136767353126e-20,0.950423113830567,0.853778841084756,0.853778841084756,0.669373360223237,0.834686680111618,0.800542366869828,2
rf,tr: 500. mt: 1. ns: 2,,,500,2,64,64,2475,1,64,2475,0.0495768861694327,0.850091031112401,0.243888421732905,9.16323789912094e-19,0.950423113830567,0.850091031112401,0.850091031112401,0.656686577946902,0.828343288973451,0.802196087106736,2
rf,tr: 500. mt: 2. ns: 1,,,500,1,64,64,2475,2,64,2475,0.0495768861694327,0.855764403312583,0.244271558638572,6.40828797482268e-22,0.950423113830567,0.855764403312583,0.855764403312583,0.649196035536635,0.824598017768318,0.814545677943174,2
rf,tr: 500. mt: 2. ns: 2,,,500,2,64,64,2475,2,64,2475,0.0495768861694327,0.851692082413464,0.246417308829803,1.95270234926694e-20,0.950423113830567,0.851692082413464,0.851692082413464,0.614701254673857,0.807350627336929,0.81772365581181,2
