algo,tune_args,tunes,fc,rm,trees,nodesize,combo,best,auc_po,ODP,CBI_rescale,IMAE,auc_po_flexsdm,CBI,n_p_test,n_p_train,n_a_train,mtry,max_kappa,max_spec_sens,no_omission,equal_prevalence,equal_sens_spec
maxnet,fc: qh. rm: 4,2,qh,4,,,0.492594456176638,FALSE,0.831424806132936,0.904954804503903,0.73745487379211,0.803398639231111,0.831424806132936,0.47490974758422,64,64,851.5,,0.203051665,0.14598339,0.01145636,0.095094205,0.266239345
maxnet,fc: lq. rm: 6,2,lq,6,,,0.488128499043697,FALSE,0.83694490339839,0.904954804503903,0.727469396813361,0.80171972194835,0.83694490339839,0.454938793626721,64,64,851.5,,0.186969585,0.11861828,0.01607472,0.096088005,0.323364115
maxnet,fc: lqhp. rm: 3.5,2,lqhp,3.5,,,0.484090648052967,FALSE,0.841887542350795,0.904954804503903,0.712833540775854,0.806648783749322,0.841887542350795,0.425667081551708,64,64,851.5,,0.252286735,0.124418265,0.01789915,0.100058195,0.3138702
maxnet,fc: lqp. rm: 3.5,2,lqp,3.5,,,0.483023745777541,FALSE,0.837496570138817,0.904954804503903,0.719614923670758,0.801466331633133,0.837496570138817,0.439229847341517,64,64,851.5,,0.19091609,0.094025425,0.020917835,0.092706385,0.324863395
maxnet,fc: qhp. rm: 3.5,2,qhp,3.5,,,0.48011537444763,FALSE,0.841541630401109,0.904954804503903,0.707375516621174,0.806528993378779,0.841541630401109,0.414751033242349,64,64,851.5,,0.25181654,0.122071985,0.017972275,0.09902659,0.311963925
maxnet,fc: h. rm: 2,2,h,2,,,0.479735377336208,FALSE,0.841069225416869,0.904954804503903,0.698329955045792,0.816787968577348,0.841069225416869,0.396659910091583,64,64,851.5,,0.253887305,0.084163705,0.010720235,0.0959597,0.227948735
maxnet,fc: h. rm: 6,2,h,6,,,0.479515257003617,FALSE,0.845901912116876,0.904954804503903,0.726239734333215,0.780553035011119,0.845901912116876,0.452479468666431,64,64,851.5,,0.56051458,0.153390665,0.02442761,0.0960386,0.371325945
maxnet,fc: h. rm: 5.5,2,h,5.5,,,0.478530869050207,FALSE,0.846828380318744,0.904954804503903,0.720177977540932,0.784647720154235,0.846828380318744,0.440355955081863,64,64,851.5,,0.54415799,0.165941715,0.022293995,0.09465357,0.353352155
maxnet,fc: qhp. rm: 3,2,qhp,3,,,0.476248749554893,FALSE,0.842886984230015,0.904954804503903,0.695953425013937,0.811865944500715,0.842886984230015,0.391906850027875,64,64,851.5,,0.229873355,0.11183602,0.015481205,0.09374281,0.29021161
maxnet,fc: lqhp. rm: 3,2,lqhp,3,,,0.475905854401781,FALSE,0.842934154041335,0.904954804503903,0.695336785447984,0.811955430677236,0.842934154041335,0.390673570895968,64,64,851.5,,0.229994245,0.113750555,0.01545227,0.095320335,0.287915175
maxnet,fc: h. rm: 5,2,h,5,,,0.475792201608088,FALSE,0.846848750497883,0.904954804503903,0.712282666984338,0.788785815660692,0.846848750497883,0.424565333968676,64,64,851.5,,0.52757223,0.154829125,0.020235095,0.094839235,0.333150115
maxnet,fc: qh. rm: 2,2,qh,2,,,0.469512438753705,FALSE,0.83849629476645,0.904954804503903,0.682381797862632,0.820575452435095,0.83849629476645,0.364763595725263,64,64,851.5,,0.164150925,0.081281975,0.00686289,0.096027985,0.20855248
maxnet,fc: qh. rm: 2.5,2,qh,2.5,,,0.469192120083835,FALSE,0.83617243473429,0.904954804503903,0.687854573471635,0.815752162949279,0.83617243473429,0.37570914694327,64,64,851.5,,0.186618295,0.090715445,0.007765765,0.094415025,0.224496765
maxnet,fc: lqp. rm: 4,2,lqp,4,,,0.468021606818049,FALSE,0.836131952537606,0.904954804503903,0.699453584967428,0.800261977006571,0.836131952537606,0.398907169934857,64,64,851.5,,0.192910515,0.119863335,0.021802985,0.092264915,0.315322765
maxnet,fc: h. rm: 4.5,2,h,4.5,,,0.465685916185303,FALSE,0.846659886851461,0.904954804503903,0.69364405739796,0.792953005527391,0.846659886851461,0.38728811479592,64,64,851.5,,0.54208611,0.14199235,0.018371175,0.096996445,0.31319291
maxnet,fc: lqp. rm: 4.5,2,lqp,4.5,,,0.46514153898107,FALSE,0.834405699716268,0.904954804503903,0.697742749113975,0.798936994338609,0.834405699716268,0.39548549822795,64,64,851.5,,0.193638435,0.120952085,0.02282762,0.093317265,0.312126585
maxnet,fc: qh. rm: 3,2,qh,3,,,0.465118262098877,FALSE,0.833983113773044,0.904954804503903,0.687328405924845,0.811412776123573,0.833983113773044,0.37465681184969,64,64,851.5,,0.20218674,0.10227042,0.008899095,0.0940301,0.23121479
maxnet,fc: qh. rm: 3.5,2,qh,3.5,,,0.46457555042131,FALSE,0.832984065282921,0.904954804503903,0.690913231765545,0.807227867764585,0.832984065282921,0.381826463531089,64,64,851.5,,0.2054902,0.120439235,0.010197565,0.095077825,0.25362964
maxnet,fc: lqp. rm: 6,2,lqp,6,,,0.458973686145295,FALSE,0.833187263044536,0.904954804503903,0.694630849637932,0.793032704593796,0.833187263044536,0.389261699275865,64,64,851.5,,0.21954764,0.13972014,0.02618462,0.095224195,0.33253135
maxnet,fc: lqp. rm: 5.5,2,lqp,5.5,,,0.458434267232195,FALSE,0.833351478405397,0.904954804503903,0.691832814441555,0.795147514069043,0.833351478405397,0.38366562888311,64,64,851.5,,0.21048634,0.13189739,0.02494903,0.093290395,0.32748876
maxnet,fc: lqp. rm: 5,2,lqp,5,,,0.457780811215603,FALSE,0.833608091030237,0.904954804503903,0.688812054935931,0.797250727171958,0.833608091030237,0.377624109871862,64,64,851.5,,0.20152365,0.124521065,0.0238354,0.09638616,0.31579238
maxnet,fc: h. rm: 2.5,2,h,2.5,,,0.457641098214051,FALSE,0.845716515211865,0.904954804503903,0.667441073815662,0.81075059901555,0.845716515211865,0.334882147631324,64,64,851.5,,0.25426343,0.102815275,0.012746585,0.09604195,0.23962916
maxnet,fc: h. rm: 4,2,h,4,,,0.45582727592766,FALSE,0.847520364032435,0.904954804503903,0.674585075160264,0.797284715612753,0.847520364032435,0.349170150320529,64,64,851.5,,0.530831175,0.12926162,0.016480935,0.095399835,0.29969321
maxnet,fc: qh. rm: 1.5,2,qh,1.5,,,0.450337429220829,FALSE,0.840230218675164,0.904954804503903,0.648952659801171,0.825898601543404,0.840230218675164,0.297905319602341,64,64,851.5,,0.16306227,0.089876375,0.006333645,0.09535583,0.196889705
maxnet,fc: h. rm: 3.5,2,h,3.5,,,0.44912899142438,FALSE,0.848181294594342,0.904954804503903,0.660451821350495,0.801754224875072,0.848181294594342,0.320903642700989,64,64,851.5,,0.523749795,0.116674125,0.014721555,0.095000515,0.27550563
maxnet,fc: h. rm: 3,2,h,3,,,0.442297564664911,FALSE,0.847059348891872,0.904954804503903,0.64781733458262,0.806024314953808,0.847059348891872,0.295634669165241,64,64,851.5,,0.507888025,0.1119476,0.01341245,0.09519229,0.255399065
env,none,2,,,,,0.233814425821415,FALSE,0.432782766853035,0.904954804503903,0.744763764497977,0.725408775508976,0.432782766853035,0.489527528995954,64,64,851.5,,0.04381892,0.04381892,0.03143153,0.09539053,0.148298315
