algo,tune_args,fc,rm,n_p_test,n_p_train,n_a_train,np,na,prevalence,auc,cor,pcor,ODP,auc_po,auc_po_flexsdm,CBI,CBI_rescale,IMAE,tunes
maxnet,fc: l. rm: 1,l,1,64,64,851.5,64,851.5,0.0950451954960973,0.840708542935961,0.303094671324548,1.2219982721277e-14,0.904954804503903,0.840708542935961,0.840708542935961,0.497668809646205,0.748834404823102,0.80014069993481,2
