cell_lat,cell_long
-33.5747323897605,138.518708780428
-33.5763842232218,138.517801160765
-33.8634348193964,138.639187269659
-33.9047146790444,138.588179171676
-33.9196373523829,138.607311182611
-33.9783532207301,138.96407713988
-34.258756756127,139.127312911622
-34.2587257112523,139.128290987579
-34.2595688611845,139.127350297086
-34.2595378160501,139.128328381885
-34.2603809656718,139.127387683227
-34.2603499202777,139.128365776868
-34.3192813259569,138.878209030404
-34.3645966470091,139.097868177714
-34.365439499773,139.096926089305
-34.3663747204426,139.093046197095
-34.381881015816,139.065310917626
-34.3891731563347,139.092126780898
-34.4199984209509,138.963032114523
-34.4216522930614,138.962124128995
-34.4575957122613,138.983348857625
-34.4649636207239,138.981713582871
-34.4947379182558,138.911351543231
-34.5179687153879,139.107846680678
-34.5303108388576,139.024904998625
-34.5433945536303,138.996016848772
-34.5442665682774,138.994090671474
-34.5449583157357,138.998051977797
-34.5474241748275,138.997179694457
-34.545388252894,139.115003151898
-34.5557527627438,139.017206701106
-34.5619456652089,139.027313110594
-34.5635694903538,139.027386318907
-34.5733756318862,138.999323958723
-34.5741574693236,139.000341884668
-34.5749994551197,138.999396667783
-34.5757812907876,139.000414612862
-34.5836532045278,138.90148356028
-34.5817641133774,139.017393684677
-34.5815524897729,139.024265212984
-34.5871246536631,138.921295847021
-34.583927652083,139.026338308727
-34.5925029352932,138.766207153096
-34.5883780062178,138.906605187943
-34.5879955297326,138.919367998177
-34.5899724798552,138.907658000346
-34.5909312190442,138.902784595594
-34.5856023423678,139.205335112594
-34.6124897388211,138.777866182201
-34.6099900411002,139.103230459329
-34.6108327423509,139.102285833544
-34.6275625101099,138.846361756093
-34.6337216278831,138.74630943624
-34.6370050709594,139.123161809027
-34.6439794825086,139.003471585686
-34.6400969826649,139.179375347793
-34.6433442140379,139.179527425825
-34.6607056183171,138.852709553938
-34.6668588981388,139.026145020595
-34.6708877744539,139.027310834737
-34.6776610162735,139.148659497495
-34.6784416106145,139.14967991998
-34.683343518577,139.148923797485
-34.6947313888173,139.199653212028
-34.7058168452675,138.894031504518
-34.7031064726308,139.166577958013
-34.7159285229768,138.798983410626
-34.7174310586058,138.967389791697
-34.7116306839802,139.154177932253
-34.7122236494104,139.16109701504
-34.7132229674577,139.155236620872
-34.7125025382914,139.177846548005
-34.7190593384929,139.176184641688
-34.7198710853818,139.176222664777
-34.7232435934709,139.172442159019
-34.7262708104267,139.179476428115
-34.727208171597,139.175581708825
-34.7270196956783,139.181480867786
-34.7283021295713,139.166770864343
-34.7278628659874,139.180535742105
-34.7288944191421,139.173691324069
-34.7284544278217,139.187456259072
-34.7405493785771,138.901457064868
-34.7328903409888,139.175847870884
-34.7463672179572,138.924361828219
-34.7516499667933,138.991564964754
-34.7761327595554,138.683342855829
-34.7770276327676,138.68042469152
-34.7811144679465,138.679608408699
-34.7776917545313,139.173021568743
-34.7784093116058,139.176010870638
-34.8115754964791,138.694662928822
-34.8102619364571,138.740923681864
-34.8188283119347,138.810271582803
-34.8202511610856,138.817231462428
-34.8243151442,138.732643703152
-34.8219033798673,138.816316693626
-34.8251549826963,138.731693305826
-34.8268026316311,138.81554101642
-34.8248820457484,138.962320193547
-34.8344486350272,138.719268691981
-34.8575289734664,138.957857252881
-34.8643405367493,138.754042926689
