algo,tune_args,trees,nodesize,n_p_test,n_p_train,n_a_train,mtry,np,na,prevalence,auc,cor,pcor,ODP,auc_po,auc_po_flexsdm,CBI,CBI_rescale,IMAE,tunes
rf,tr: 500. mt: 2. ns: 1,500,1,94,94,3081,2,94,3081,0.0296062992125984,0.975332684193444,0.34869828037092,1.91899683928917e-91,0.970393700787402,0.975332684193444,0.975332684193444,0.999835504671667,0.999917752335834,0.702002519685039,1
